,module_colors
g21992,turquoise
g21994,brown
g21996,grey
g21997,turquoise
g21998,blue
g22006,turquoise
g2201,turquoise
g22012,turquoise
g22014,turquoise
g22016,turquoise
g22018,grey
g22033,turquoise
g22035,turquoise
g22057,grey
g22063,grey
g22066,turquoise
g22068,turquoise
g22069,blue
g2207,turquoise
g22071,turquoise
g22072,blue
g22075,turquoise
g22076,turquoise
g22077,green
g22083,blue
g22088,blue
g22089,blue
g22091,blue
g22092,grey
g22095,brown
g22099,grey
g22100,blue
g22105,grey
g22108,blue
g22109,grey
g22110,brown
g22112,grey
g22124,turquoise
g22125,turquoise
g22127,blue
g22133,grey
g2215,turquoise
g22152,brown
g22153,blue
g22154,blue
g22158,turquoise
g22159,grey
g22167,turquoise
g22168,turquoise
g22171,turquoise
g22172,blue
g22175,blue
g2218,turquoise
g22183,turquoise
g22191,grey
g222,turquoise
g22200,turquoise
g22202,turquoise
g2221,turquoise
g22217,blue
g22219,turquoise
g22221,turquoise
g22222,turquoise
g22223,turquoise
g2223,grey
g22233,turquoise
g2225,yellow
g223,brown
g2236,red
g2241,blue
g2255,grey
g2279,blue
g228,turquoise
g2312,turquoise
g2315,grey
g2331,turquoise
g2332,blue
g2356,turquoise
g2380,grey
g2383,blue
g2410,turquoise
g2416,blue
g2418,turquoise
g2419,turquoise
g2421,turquoise
g2434,turquoise
g2437,brown
g2443,turquoise
g2445,brown
g2455,grey
g2459,blue
g2482,grey
g2484,turquoise
g2486,brown
g2487,brown
g2493,blue
g2500,blue
g2506,turquoise
g2508,turquoise
g2511,yellow
g2533,green
g2548,turquoise
g2553,turquoise
g2556,turquoise
g2557,turquoise
g2565,turquoise
g2569,turquoise
g2570,turquoise
g2571,turquoise
g2573,turquoise
g261,blue
g2610,green
g2633,grey
g2636,turquoise
g264,turquoise
g2652,turquoise
g2661,red
g2677,blue
g268,turquoise
g269,turquoise
g270,turquoise
g2703,turquoise
g2708,blue
g271,yellow
g2715,brown
g2716,blue
g2729,brown
g2739,brown
g2745,blue
g2750,turquoise
g2752,turquoise
g2755,grey
g2757,turquoise
g2777,grey
g2783,brown
g2801,turquoise
g2802,turquoise
g283,red
g2834,turquoise
g2860,brown
g2877,turquoise
g2878,blue
g2887,red
g2888,blue
g290,red
g2912,turquoise
g2916,turquoise
g2937,turquoise
g2939,turquoise
g2940,turquoise
g2949,blue
g2967,blue
g2984,turquoise
g2988,turquoise
g2e3,turquoise
g300,grey
g3001,grey
g3004,turquoise
g3012,turquoise
g3018,turquoise
g3019,turquoise
g3021,turquoise
g3031,grey
g3036,blue
g3065,turquoise
g3083,turquoise
g3097,blue
g3098,turquoise
g3120,blue
g3123,turquoise
g3126,turquoise
g3131,turquoise
g3146,turquoise
g3149,turquoise
g316,blue
g3161,blue
g3175,grey
g3187,turquoise
g3190,turquoise
g3192,blue
g3198,turquoise
g3200,blue
g3215,brown
g3218,brown
g3241,turquoise
g3242,turquoise
g3248,turquoise
g3252,turquoise
g3260,blue
g3293,turquoise
g3294,turquoise
g3295,yellow
g3296,yellow
g3301,blue
g3303,turquoise
g3317,brown
g3335,blue
g3337,blue
g3340,blue
g3356,turquoise
g3359,turquoise
g3361,grey
g337,red
g3378,turquoise
g3385,turquoise
g3405,blue
g3418,turquoise
g3419,turquoise
g342,grey
g3429,blue
g3430,brown
g3431,turquoise
g3436,turquoise
g3443,turquoise
g3449,brown
g3453,turquoise
g3454,turquoise
g3457,turquoise
g3463,blue
g3476,green
g3491,brown
g3492,brown
g3493,grey
g3505,turquoise
g3519,brown
g352,blue
g3520,grey
g3530,grey
g354,grey
g3544,turquoise
g3547,brown
g3548,turquoise
g3549,red
g3555,brown
g3561,blue
g3568,turquoise
g3571,turquoise
g3573,green
g3575,blue
g3577,turquoise
g3582,brown
g3584,blue
g3601,turquoise
g3621,brown
g3643,blue
g367,grey
g3672,turquoise
g368,turquoise
g370,brown
g3701,turquoise
g3704,brown
g3706,blue
g3709,blue
g3711,blue
g3713,turquoise
g372,turquoise
g3725,turquoise
g3736,turquoise
g3741,turquoise
g3748,blue
g3762,turquoise
g3763,grey
g3764,grey
g3772,turquoise
g3813,turquoise
g3816,grey
g3818,grey
g3823,turquoise
g3832,yellow
g3833,blue
g3834,turquoise
g3844,blue
g3857,blue
g3858,blue
g3866,turquoise
g3879,turquoise
g3880,turquoise
g3885,blue
g3894,blue
g3896,grey
g3898,green
g3907,grey
g391,green
g392,grey
g3925,turquoise
g3932,turquoise
g3946,blue
g3966,red
g3968,grey
g3972,turquoise
g3973,turquoise
g3977,grey
g3984,turquoise
g3987,turquoise
g3988,red
g399,blue
g3991,blue
g3999,turquoise
g3bp1,turquoise
g3bp2a,turquoise
g40,turquoise
g400,blue
g4003,brown
g4005,turquoise
g4008,turquoise
g4009,blue
g4015,blue
g4026,brown
g4030,grey
g4032,turquoise
g4034,green
g4037,turquoise
g4039,brown
g4048,grey
g405,grey
g406,grey
g4064,blue
g4067,turquoise
g407,blue
g4070,brown
g4074,blue
g4078,blue
g408,blue
g4091,turquoise
g4105,turquoise
g411,grey
g4131,blue
g4134,brown
g4138,blue
g4160,blue
g4165,brown
g4181,blue
g4191,turquoise
g4193,turquoise
g4194,grey
g4195,turquoise
g4204,green
g4219,turquoise
g4232,turquoise
g4236,turquoise
g4241,brown
g4242,yellow
g4244,grey
g4248,grey
g4250,black
g4259,red
g426,blue
g4265,brown
g4274,blue
g4278,turquoise
g4279,turquoise
g4282,turquoise
g4285,turquoise
g4298,red
g43,blue
g430,turquoise
g4301,turquoise
g4303,turquoise
g431,blue
g4312,turquoise
g4324,turquoise
g4325,yellow
g4326,turquoise
g4346,blue
g4347,grey
g4357,turquoise
g436,blue
g4367,grey
g4370,turquoise
g4383,green
g4397,blue
g4409,turquoise
g4418,turquoise
g4421,turquoise
g4427,turquoise
g4430,turquoise
g4432,blue
g4433,grey
g4434,blue
g4435,turquoise
g4437,turquoise
g4441,turquoise
g4445,blue
g4448,red
g4453,red
g4474,blue
g4481,red
g4485,turquoise
g4489,blue
g449,red
g4493,turquoise
g4509,turquoise
g4510,turquoise
g4511,turquoise
g4514,turquoise
g4516,turquoise
g4521,blue
g4536,turquoise
g4543,turquoise
g4550,turquoise
g4574,grey
g4577,grey
g4578,grey
g4580,turquoise
g4582,blue
g4583,blue
g4590,turquoise
g4601,turquoise
g4604,blue
g4606,grey
g4607,blue
g4614,blue
g4624,turquoise
g4631,grey
g4641,turquoise
g4649,turquoise
g4652,blue
g4653,grey
g4654,blue
g4656,turquoise
g4661,grey
g4662,turquoise
g4673,red
g4674,turquoise
g4675,blue
g4683,turquoise
g4697,blue
g4712,blue
g4724,turquoise
g4726,turquoise
g4727,turquoise
g4731,turquoise
g4751,yellow
g4754,turquoise
g4758,blue
g4761,blue
g4768,turquoise
g4784,yellow
g4785,turquoise
g4794,turquoise
g480,blue
g4807,blue
g481,turquoise
g4818,blue
g4827,turquoise
g4834,turquoise
g4836,blue
g4837,blue
g4846,turquoise
g4849,green
g4854,grey
g4855,red
g4858,blue
g4863,blue
g4864,blue
g4865,blue
g4866,turquoise
g4870,blue
g4885,turquoise
g489,blue
g4896,yellow
g4901,turquoise
g4906,turquoise
g4907,blue
g4908,turquoise
g4916,blue
g4921,turquoise
g4930,blue
g4936,blue
g4943,turquoise
g4951,blue
g4956,blue
g4958,turquoise
g4973,blue
g4974,blue
g4989,turquoise
g4992,brown
g4995,brown
g4999,turquoise
g50,turquoise
g5006,turquoise
g5007,red
g5013,grey
g5021,brown
g5038,turquoise
g5050,turquoise
g5051,blue
g5053,turquoise
g5054,grey
g5058,red
g5073,turquoise
g5077,blue
g5093,red
g5094,turquoise
g5095,turquoise
g5096,turquoise
g5097,blue
g51,turquoise
g5100,blue
g5101,turquoise
g5103,turquoise
g5106,turquoise
g5107,turquoise
g5113,brown
g5114,blue
g5121,turquoise
g5124,red
g513,turquoise
g5136,grey
g5139,grey
g5141,grey
g5147,blue
g5151,turquoise
g5156,turquoise
g516,grey
g5161,red
g5162,red
g5163,red
g5164,grey
g5166,turquoise
g5176,grey
g5185,turquoise
g5186,turquoise
g5188,turquoise
g52,turquoise
g5218,grey
g5233,turquoise
g5254,turquoise
g5260,yellow
g5261,turquoise
g5262,turquoise
g527,red
g5271,grey
g5272,grey
g5274,turquoise
g5275,turquoise
g5276,turquoise
g5278,turquoise
g5283,blue
g5285,brown
g53,turquoise
g5304,green
g5308,yellow
g5317,turquoise
g5318,turquoise
g5343,grey
g5345,grey
g5353,grey
g5354,turquoise
g5371,grey
g5374,grey
g5376,turquoise
g540,turquoise
g5409,turquoise
g541,blue
g5410,turquoise
g5411,turquoise
g5412,turquoise
g5419,brown
g5426,turquoise
g5428,brown
g5433,turquoise
g5434,blue
g546,blue
g5470,blue
g5473,yellow
g5474,blue
g5475,turquoise
g5493,turquoise
g5494,turquoise
g550,blue
g5500,blue
g5519,brown
g5520,brown
g5522,brown
g5529,turquoise
g553,turquoise
g5531,blue
g5556,turquoise
g5581,turquoise
g5582,turquoise
g5587,turquoise
g5602,turquoise
g5607,turquoise
g561,blue
g5617,brown
g5618,green
g5621,red
g5623,turquoise
g5629,red
g5639,grey
g565,grey
g5651,blue
g5652,turquoise
g5654,turquoise
g5657,yellow
g5665,turquoise
g5673,red
g5679,grey
g5695,green
g57,blue
g5703,brown
g5709,blue
g572,blue
g5726,blue
g573,turquoise
g5731,blue
g5733,turquoise
g5744,turquoise
g5747,blue
g5748,turquoise
g5749,blue
g575,blue
g5794,turquoise
g5797,turquoise
g580,turquoise
g5809,blue
g581,red
g5810,brown
g5846,turquoise
g585,green
g5851,brown
g5857,brown
g5876,turquoise
g5891,turquoise
g5907,blue
g5909,blue
g591,green
g5921,brown
g5923,brown
g5924,grey
g5929,grey
g593,blue
g5933,turquoise
g5953,turquoise
g5956,turquoise
g5960,grey
g5970,blue
g5971,blue
g5973,turquoise
g5976,blue
g5986,turquoise
g5991,green
g6019,turquoise
g6024,brown
g6029,turquoise
g6039,blue
g6040,turquoise
g6048,blue
g6054,blue
g6058,blue
g6066,turquoise
g6083,turquoise
g609,grey
g6112,blue
g6114,grey
g612,green
g6122,blue
g6126,green
g6127,blue
g6129,blue
g6130,blue
g6142,turquoise
g616,turquoise
g6162,blue
g6168,turquoise
g6172,turquoise
g6177,blue
g6185,turquoise
g6189,green
g6190,grey
g6192,blue
g6194,blue
g6199,grey
g6202,turquoise
g6216,grey
g6218,brown
g622,turquoise
g6226,blue
g6247,red
g6249,blue
g625,blue
g6255,blue
g6257,blue
g626,blue
g6265,turquoise
g6279,turquoise
g6297,turquoise
g63,turquoise
g6302,grey
g6309,green
g6322,turquoise
g633,blue
g6330,turquoise
g6334,turquoise
g6338,blue
g6373,turquoise
g6394,turquoise
g6395,turquoise
g6396,blue
g6398,blue
g6400,turquoise
g641,brown
g6412,turquoise
g6415,turquoise
g6421,blue
g6423,blue
g6426,blue
g6429,turquoise
g6444,red
g647,blue
g6478,grey
g650,turquoise
g6508,blue
g6509,blue
g651,turquoise
g6525,turquoise
g6529,turquoise
g6530,turquoise
g6532,turquoise
g6533,turquoise
g6534,grey
g6548,blue
g6563,grey
g6574,turquoise
g6577,blue
g659,grey
g6593,grey
g66,turquoise
g6606,turquoise
g6607,blue
g6608,blue
g6609,turquoise
g6620,turquoise
g6649,blue
g6651,blue
g6652,brown
g6658,turquoise
g6665,turquoise
g6702,brown
g6707,brown
g6710,turquoise
g6727,blue
g673,green
g6732,blue
g6734,grey
g6735,blue
g6736,turquoise
g6739,brown
g6745,turquoise
g6750,turquoise
g6753,brown
g6754,brown
g6755,turquoise
g6756,turquoise
g6761,turquoise
g6762,blue
g6767,turquoise
g6769,turquoise
g677,grey
g6796,turquoise
g6797,turquoise
g6811,blue
g6815,brown
g6816,brown
g6819,blue
g6824,turquoise
g6828,turquoise
g6851,blue
g6862,grey
g6863,yellow
g6875,blue
g6877,blue
g6878,grey
g6893,blue
g6895,turquoise
g6966,turquoise
g6976,grey
g698,blue
g6982,turquoise
g6991,turquoise
g6993,brown
g6fl,turquoise
g6pc3,turquoise
g6pd,grey
g700,black
g7001,turquoise
g7011,blue
g7024,grey
g7035,grey
g7036,red
g7037,turquoise
g7038,turquoise
g7044,blue
g7051,turquoise
g7056,grey
g7060,turquoise
g7062,turquoise
g7073,turquoise
g7074,blue
g7092,brown
g7099,blue
g7105,grey
g7116,blue
g7118,grey
g7128,green
g7133,turquoise
g7137,turquoise
g715,grey
g7168,turquoise
g7170,blue
g7174,blue
g7181,turquoise
g7187,turquoise
g7191,turquoise
g7197,blue
g7208,turquoise
g7214,turquoise
g722,turquoise
g7223,blue
g7225,turquoise
g7229,turquoise
g7232,blue
g7233,brown
g7234,blue
g7239,blue
g724,grey
g7240,turquoise
g7241,turquoise
g7242,grey
g725,grey
g7250,turquoise
g7251,turquoise
g7252,turquoise
g7254,turquoise
g7260,turquoise
g7263,turquoise
g7273,grey
g7279,turquoise
g7304,grey
g7307,blue
g7326,turquoise
g7331,turquoise
g7332,turquoise
g7337,grey
g7339,brown
g7340,turquoise
g7341,turquoise
g7344,turquoise
g7348,yellow
g7354,turquoise
g7360,turquoise
g7361,turquoise
g7362,turquoise
g7372,turquoise
g7374,brown
g7377,blue
g7378,turquoise
g7380,turquoise
g7382,blue
g7383,turquoise
g7385,turquoise
g7388,turquoise
g7394,grey
g7396,turquoise
g7400,blue
g7401,blue
g7402,blue
g7416,brown
g7417,turquoise
g7418,yellow
g742,blue
g7424,brown
g7429,grey
g7430,turquoise
g7432,blue
g7436,turquoise
g7472,red
g7479,turquoise
g7482,turquoise
g7488,turquoise
g7502,turquoise
g7511,blue
g7516,grey
g752,turquoise
g7536,turquoise
g7548,turquoise
g7551,blue
g7554,turquoise
g7558,turquoise
g7560,grey
g7574,turquoise
g7575,turquoise
g7578,brown
g7584,red
g7587,blue
g7588,brown
g7590,blue
g7617,blue
g7624,turquoise
g7626,turquoise
g7635,turquoise
g7638,turquoise
g7649,turquoise
g7653,blue
g7667,blue
g7672,brown
g7676,turquoise
g7685,grey
g7693,turquoise
g770,turquoise
g7703,turquoise
g7706,blue
g7707,blue
g7709,blue
g7710,turquoise
g7729,blue
g7733,blue
g7736,turquoise
g7737,turquoise
g7741,blue
g7742,blue
g7749,turquoise
g7762,turquoise
g7763,green
g7764,turquoise
g7768,turquoise
g7770,blue
g7775,brown
g7788,blue
g7794,turquoise
g78,turquoise
g780,grey
g7800,grey
g782,turquoise
g7835,blue
g7840,turquoise
g7853,turquoise
g7855,brown
g7859,turquoise
g786,turquoise
g7862,blue
g7870,blue
g7889,turquoise
g7892,brown
g7893,turquoise
g7894,grey
g7897,blue
g7898,blue
g7902,blue
g7909,turquoise
g7930,grey
g7939,brown
g7959,turquoise
g7968,turquoise
g7969,turquoise
g7972,blue
g7981,brown
g7982,blue
g7987,blue
g7989,grey
g7993,grey
g7995,turquoise
g7998,turquoise
g8006,blue
g8007,blue
g8009,blue
g802,blue
g8045,turquoise
g8049,turquoise
g8063,brown
g8075,turquoise
g8077,turquoise
g8086,turquoise
g8089,grey
g8091,blue
g8092,blue
g8096,turquoise
g8103,turquoise
g8116,turquoise
g8118,brown
g8119,brown
g8120,brown
g8121,blue
g8124,blue
g8126,blue
g8131,turquoise
g8150,turquoise
g8157,turquoise
g8164,turquoise
g8174,grey
g8194,turquoise
g82,blue
g8230,turquoise
g8237,turquoise
g8239,blue
g8247,blue
g8249,turquoise
g8267,turquoise
g8288,blue
g8296,green
g8316,grey
g8318,turquoise
g832,grey
g8322,turquoise
g8331,turquoise
g8339,turquoise
g8340,turquoise
g835,red
g8350,red
g8364,turquoise
g8365,grey
g8366,grey
g8367,turquoise
g8370,turquoise
g838,brown
g8385,blue
g8394,blue
g8400,brown
g8406,turquoise
g8409,blue
g841,turquoise
g8418,turquoise
g8421,blue
g8429,turquoise
g8440,red
g8441,red
g8458,grey
g8459,brown
g8475,turquoise
g8479,turquoise
g8484,turquoise
g85,turquoise
g8508,blue
g8509,blue
g8510,blue
g8515,blue
g8529,yellow
g8533,turquoise
g8536,blue
g8537,turquoise
g8540,grey
g8549,grey
g855,grey
g8559,blue
g856,blue
g8572,blue
g8581,blue
g8582,blue
g8589,blue
g8590,turquoise
g8591,turquoise
g8598,blue
g8599,blue
g8602,brown
g8603,blue
g8605,blue
g8609,blue
g8618,brown
g8620,red
g8621,brown
g8622,brown
g8630,turquoise
g8635,blue
g8639,blue
g8640,blue
g8642,brown
g8643,blue
g8644,blue
g8645,blue
g8649,turquoise
g8651,brown
g8660,turquoise
g8663,turquoise
g8670,turquoise
g8678,turquoise
g8681,turquoise
g8682,blue
g8684,brown
g8687,yellow
g869,turquoise
g8691,yellow
g8694,turquoise
g8698,turquoise
g8702,green
g8706,blue
g8713,green
g8714,grey
g8715,blue
g8720,turquoise
g8723,blue
g8726,turquoise
g8728,turquoise
g8733,blue
g8738,brown
g8740,grey
g8741,blue
g8746,turquoise
g8748,turquoise
g8763,turquoise
g878,turquoise
g8789,blue
g8795,blue
g8797,turquoise
g8798,grey
g8800,blue
g8801,turquoise
g8812,blue
g8818,turquoise
g8819,turquoise
g8823,blue
g8830,brown
g8837,turquoise
g8851,blue
g8852,blue
g8866,turquoise
g8891,brown
g8930,blue
g8931,blue
g8935,turquoise
g8936,blue
g8941,blue
g8942,blue
g8946,brown
g8948,turquoise
g895,turquoise
g8953,turquoise
g8961,brown
g9,grey
g90,grey
g9017,grey
g9018,grey
g9045,blue
g9066,turquoise
g9071,turquoise
g9076,blue
g9081,turquoise
g9088,grey
g9101,grey
g9107,turquoise
g9109,turquoise
g9134,turquoise
g9153,turquoise
g9154,blue
g9159,turquoise
g9166,turquoise
g9176,brown
g9182,turquoise
g9184,turquoise
g9191,blue
g9193,turquoise
g9194,blue
g9203,blue
g9206,blue
g9208,brown
g9232,blue
g9236,turquoise
g9248,grey
g9253,turquoise
g9254,turquoise
g9268,blue
g927,grey
g9270,grey
g9272,brown
g928,blue
g9289,turquoise
g9294,turquoise
g93,blue
g9314,brown
g932,turquoise
g9326,turquoise
g9327,turquoise
g934,blue
g9342,red
g9343,red
g9351,turquoise
g9352,grey
g9357,turquoise
g9377,blue
g9384,blue
g9392,turquoise
g9393,turquoise
g940,blue
g9400,turquoise
g9409,blue
g9412,blue
g9413,blue
g9414,blue
g9416,blue
g9431,blue
g9432,brown
g944,turquoise
g9449,turquoise
g9453,blue
g9462,green
g9463,blue
g9464,turquoise
g9465,brown
g947,blue
g9471,grey
g9487,blue
g9488,blue
g9489,blue
g949,blue
g9497,turquoise
g95,grey
g9511,turquoise
g9521,grey
g9530,turquoise
g9532,turquoise
g9538,black
g954,turquoise
g9550,blue
g9555,turquoise
g9557,turquoise
g9563,blue
g9571,grey
g9572,blue
g9576,black
g9577,blue
g9578,grey
g9580,turquoise
g9582,blue
g9584,turquoise
g9587,yellow
g9588,yellow
g959,turquoise
g9599,turquoise
g9605,turquoise
g9617,blue
g9619,blue
g963,turquoise
g9636,turquoise
g9638,turquoise
g964,blue
g965,turquoise
g9654,grey
g9665,brown
g970,blue
g9708,blue
g9709,blue
g9715,turquoise
g9726,brown
g973,blue
g9730,grey
g9731,blue
g974,blue
g9746,blue
g9750,blue
g9752,brown
g9756,blue
g976,blue
g9761,grey
g9763,blue
g9768,grey
g9778,red
g98,turquoise
g9811,brown
g9816,grey
g9817,turquoise
g9819,blue
g982,blue
g9821,blue
g9839,blue
g9840,blue
g9844,grey
g9848,red
g9849,red
g9851,turquoise
g9858,blue
g9864,blue
g9868,turquoise
g9884,grey
g990,turquoise
g9916,blue
g9918,red
g992,turquoise
g9941,blue
g9943,turquoise
g9951,grey
g9955,turquoise
g997,grey
g9971,turquoise
g998,red
gaa,turquoise
gaa2,brown
gab1,turquoise
gab2,turquoise
gab3,blue
gabarapa,blue
gabarapl2_ChrAur1,yellow
gabbr1b,grey
gabbr2,turquoise
gabpa,turquoise
gabpb2a,turquoise
gabra1,grey
gabra2a_ChrAur2,brown
gabra3,turquoise
gabra5_ChrAur1,turquoise
gabra5_ChrAur2,brown
gabra6b,grey
gabrb2a_ChrAur1,blue
gabrb3_ChrAur1,blue
gabrb3_ChrAur2,grey
gabrd,blue
gabrg1,brown
gabrg2,turquoise
gabrp,grey
gabrr3a_ChrAur2,grey
gad1b_ChrAur1,turquoise
gad1b_ChrAur2,brown
gad2,brown
gadd45aa,blue
gadd45ab,green
gadd45ba,turquoise
gadd45ga,blue
gadd45gip1,turquoise
gak,blue
gal3st4,turquoise
galcb,grey
gale,blue
galk1,blue
galk2,turquoise
galm,turquoise
galns,turquoise
galnt1,turquoise
galnt10_ChrAur1,grey
galnt11,turquoise
galnt12,blue
galnt13,grey
galnt14,grey
galnt16,turquoise
galnt17,blue
galnt18b_ChrAur1,turquoise
galnt18b_ChrAur2,brown
galnt2,blue
galnt5,brown
galnt6,turquoise
galnt7,turquoise
galnt9,turquoise
galt,turquoise
gamt,turquoise
gan,yellow
ganab,turquoise
ganc,grey
gapdh,turquoise
gapdhs,blue
gapvd1,turquoise
gar1,turquoise
garem,blue
gareml,blue
garnl3,blue
gars1_ChrAur1,turquoise
gars1_ChrAur2,blue
gart,turquoise
gas1a,blue
gas1b,blue
gas2,turquoise
gas2l1,blue
gas2l3,turquoise
gas6,grey
gas7a,turquoise
gas7b,blue
gas8_ChrAur1,turquoise
gas8_ChrAur2,turquoise
gask1b,blue
gata1a,grey
gata2a_ChrAur1,blue
gata3,turquoise
gata4,blue
gata6,blue
gatad1,turquoise
gatad2ab,turquoise
gatad2b,brown
gatb,turquoise
gatc,turquoise
gatd1,green
gatm,blue
gb:bm035769,turquoise
gb:co360592,turquoise
gba1,turquoise
gba2,turquoise
gba3,turquoise
gbe1b,turquoise
gbf1,turquoise
gbgt1l5,blue
gbp,turquoise
gbx2,green
gc2,grey
gca,blue
gcat,brown
gcc1,turquoise
gcc2,turquoise
gcdha_ChrAur1,blue
gcdha_ChrAur2,turquoise
gcfc2,turquoise
gck,brown
gclc,turquoise
gclm,brown
gcn1,turquoise
gcna,turquoise
gcnt4a_ChrAur2,blue
gcsha,turquoise
gcshb,brown
gdap1,brown
gdap1l1,brown
gdap2,turquoise
gde1_ChrAur1,turquoise
gde1_ChrAur2,turquoise
gdf10a_ChrAur2,turquoise
gdf3,turquoise
gdf5,turquoise
gdf9,turquoise
gdi1_ChrAur1,blue
gdi1_ChrAur2,brown
gdi2,grey
gdpd1,turquoise
gdpd4a,grey
gdpd5a,turquoise
gdpd5b,turquoise
gdpgp1,turquoise
gem,turquoise
gemin2,turquoise
gemin4,turquoise
gemin5,turquoise
gemin6,turquoise
gemin7,blue
gemin8,turquoise
gen1,turquoise
get1,turquoise
get3,turquoise
get4,turquoise
gfer,grey
gfi1ab_ChrAur1,blue
gfi1ab_ChrAur2,turquoise
gfm1,turquoise
gfm2,turquoise
gfod1,turquoise
gfod2,grey
gfpt1,blue
gfpt2,blue
gfra1a,turquoise
gfra2a,blue
gfra4a,turquoise
gfus.1_ChrAur1,brown
gga1_ChrAur1,turquoise
gga1_ChrAur2,turquoise
gga3b,brown
ggact.2,turquoise
ggcta,turquoise
ggcx,blue
ggh,blue
ggnbp2,turquoise
ggps1,yellow
ggt5a,turquoise
